,county,date,case_count,trump,clinton,party,mobility,i_rank,population,normalized_cases,scaled_cases,norm_scale_cases,mobility_scaled,death_count,deaths_normalized,scaled_deaths,norm_scale_deaths
1,Alachua,1/22/2020,0,46834,75820,democrat,103.93,23,263148,0,-0.221949553,-0.504297222,-0.168531756,0,0,-0.245875845,-0.542063564
2,Alachua,1/23/2020,0,46834,75820,democrat,106.16,23,263148,0,-0.221949553,-0.504297222,-0.124990809,0,0,-0.245875845,-0.542063564
3,Alachua,1/24/2020,0,46834,75820,democrat,131.05,23,263148,0,-0.221949553,-0.504297222,0.360988643,0,0,-0.245875845,-0.542063564
4,Alachua,1/25/2020,0,46834,75820,democrat,120.3,23,263148,0,-0.221949553,-0.504297222,0.151093942,0,0,-0.245875845,-0.542063564
5,Alachua,1/26/2020,0,46834,75820,democrat,91.92,23,263148,0,-0.221949553,-0.504297222,-0.403028068,0,0,-0.245875845,-0.542063564
6,Alachua,1/27/2020,0,46834,75820,democrat,97.3,23,263148,0,-0.221949553,-0.504297222,-0.297983092,0,0,-0.245875845,-0.542063564
7,Alachua,1/28/2020,0,46834,75820,democrat,102,23,263148,0,-0.221949553,-0.504297222,-0.206215177,0,0,-0.245875845,-0.542063564
8,Alachua,1/29/2020,0,46834,75820,democrat,99.21,23,263148,0,-0.221949553,-0.504297222,-0.260690173,0,0,-0.245875845,-0.542063564
9,Alachua,1/30/2020,0,46834,75820,democrat,110.02,23,263148,0,-0.221949553,-0.504297222,-0.049623967,0,0,-0.245875845,-0.542063564
10,Alachua,1/31/2020,0,46834,75820,democrat,144.46,23,263148,0,-0.221949553,-0.504297222,0.62282008,0,0,-0.245875845,-0.542063564
11,Alachua,2/1/2020,0,46834,75820,democrat,129.98,23,263148,0,-0.221949553,-0.504297222,0.340096799,0,0,-0.245875845,-0.542063564
12,Alachua,2/2/2020,0,46834,75820,democrat,93.15,23,263148,0,-0.221949553,-0.504297222,-0.37901221,0,0,-0.245875845,-0.542063564
13,Alachua,2/3/2020,0,46834,75820,democrat,97.86,23,263148,0,-0.221949553,-0.504297222,-0.287049043,0,0,-0.245875845,-0.542063564
14,Alachua,2/4/2020,0,46834,75820,democrat,100.93,23,263148,0,-0.221949553,-0.504297222,-0.227107021,0,0,-0.245875845,-0.542063564
15,Alachua,2/5/2020,0,46834,75820,democrat,105.94,23,263148,0,-0.221949553,-0.504297222,-0.129286328,0,0,-0.245875845,-0.542063564
16,Alachua,2/6/2020,0,46834,75820,democrat,108.8,23,263148,0,-0.221949553,-0.504297222,-0.073444575,0,0,-0.245875845,-0.542063564
17,Alachua,2/7/2020,0,46834,75820,democrat,135.37,23,263148,0,-0.221949553,-0.504297222,0.445337026,0,0,-0.245875845,-0.542063564
18,Alachua,2/8/2020,0,46834,75820,democrat,128.78,23,263148,0,-0.221949553,-0.504297222,0.316666693,0,0,-0.245875845,-0.542063564
19,Alachua,2/9/2020,0,46834,75820,democrat,99.12,23,263148,0,-0.221949553,-0.504297222,-0.262447431,0,0,-0.245875845,-0.542063564
20,Alachua,2/10/2020,0,46834,75820,democrat,100.18,23,263148,0,-0.221949553,-0.504297222,-0.241750838,0,0,-0.245875845,-0.542063564
21,Alachua,2/11/2020,0,46834,75820,democrat,105.3,23,263148,0,-0.221949553,-0.504297222,-0.141782385,0,0,-0.245875845,-0.542063564
22,Alachua,2/12/2020,0,46834,75820,democrat,108.33,23,263148,0,-0.221949553,-0.504297222,-0.082621367,0,0,-0.245875845,-0.542063564
23,Alachua,2/13/2020,0,46834,75820,democrat,127,23,263148,0,-0.221949553,-0.504297222,0.281912035,0,0,-0.245875845,-0.542063564
24,Alachua,2/14/2020,0,46834,75820,democrat,157.51,23,263148,0,-0.221949553,-0.504297222,0.877622484,0,0,-0.245875845,-0.542063564
25,Alachua,2/15/2020,0,46834,75820,democrat,143.37,23,263148,0,-0.221949553,-0.504297222,0.601537733,0,0,-0.245875845,-0.542063564
26,Alachua,2/16/2020,0,46834,75820,democrat,108.81,23,263148,0,-0.221949553,-0.504297222,-0.073249324,0,0,-0.245875845,-0.542063564
27,Alachua,2/17/2020,0,46834,75820,democrat,107.82,23,263148,0,-0.221949553,-0.504297222,-0.092579162,0,0,-0.245875845,-0.542063564
28,Alachua,2/18/2020,0,46834,75820,democrat,107.65,23,263148,0,-0.221949553,-0.504297222,-0.095898427,0,0,-0.245875845,-0.542063564
29,Alachua,2/19/2020,0,46834,75820,democrat,110.22,23,263148,0,-0.221949553,-0.504297222,-0.045718949,0,0,-0.245875845,-0.542063564
30,Alachua,2/20/2020,0,46834,75820,democrat,116.62,23,263148,0,-0.221949553,-0.504297222,0.079241617,0,0,-0.245875845,-0.542063564
31,Alachua,2/21/2020,0,46834,75820,democrat,140.65,23,263148,0,-0.221949553,-0.504297222,0.548429493,0,0,-0.245875845,-0.542063564
32,Alachua,2/22/2020,0,46834,75820,democrat,135.36,23,263148,0,-0.221949553,-0.504297222,0.445141775,0,0,-0.245875845,-0.542063564
33,Alachua,2/23/2020,0,46834,75820,democrat,102.54,23,263148,0,-0.221949553,-0.504297222,-0.195671629,0,0,-0.245875845,-0.542063564
34,Alachua,2/24/2020,0,46834,75820,democrat,100.9,23,263148,0,-0.221949553,-0.504297222,-0.227692774,0,0,-0.245875845,-0.542063564
35,Alachua,2/25/2020,0,46834,75820,democrat,103.86,23,263148,0,-0.221949553,-0.504297222,-0.169898512,0,0,-0.245875845,-0.542063564
36,Alachua,2/26/2020,0,46834,75820,democrat,119.22,23,263148,0,-0.221949553,-0.504297222,0.130006847,0,0,-0.245875845,-0.542063564
37,Alachua,2/27/2020,0,46834,75820,democrat,124.22,23,263148,0,-0.221949553,-0.504297222,0.227632289,0,0,-0.245875845,-0.542063564
38,Alachua,2/28/2020,0,46834,75820,democrat,157.9,23,263148,0,-0.221949553,-0.504297222,0.885237269,0,0,-0.245875845,-0.542063564
39,Alachua,2/29/2020,0,46834,75820,democrat,117.31,23,263148,0,-0.221949553,-0.504297222,0.092713928,0,0,-0.245875845,-0.542063564
40,Alachua,3/1/2020,0,46834,75820,democrat,86.23,23,263148,0,-0.221949553,-0.504297222,-0.514125822,0,0,-0.245875845,-0.542063564
41,Alachua,3/2/2020,0,46834,75820,democrat,89.77,23,263148,0,-0.221949553,-0.504297222,-0.445007009,0,0,-0.245875845,-0.542063564
42,Alachua,3/3/2020,0,46834,75820,democrat,89.19,23,263148,0,-0.221949553,-0.504297222,-0.45633156,0,0,-0.245875845,-0.542063564
43,Alachua,3/4/2020,0,46834,75820,democrat,91.26,23,263148,0,-0.221949553,-0.504297222,-0.415914627,0,0,-0.245875845,-0.542063564
44,Alachua,3/5/2020,0,46834,75820,democrat,94.83,23,263148,0,-0.221949553,-0.504297222,-0.346210061,0,0,-0.245875845,-0.542063564
45,Alachua,3/6/2020,0,46834,75820,democrat,114.68,23,263148,0,-0.221949553,-0.504297222,0.041362945,0,0,-0.245875845,-0.542063564
46,Alachua,3/7/2020,0,46834,75820,democrat,119.74,23,263148,0,-0.221949553,-0.504297222,0.140159893,0,0,-0.245875845,-0.542063564
47,Alachua,3/8/2020,0,46834,75820,democrat,99.42,23,263148,0,-0.221949553,-0.504297222,-0.256589905,0,0,-0.245875845,-0.542063564
48,Alachua,3/9/2020,0,46834,75820,democrat,108.03,23,263148,0,-0.221949553,-0.504297222,-0.088478893,0,0,-0.245875845,-0.542063564
49,Alachua,3/10/2020,0,46834,75820,democrat,110.97,23,263148,0,-0.221949553,-0.504297222,-0.031075133,0,0,-0.245875845,-0.542063564
50,Alachua,3/11/2020,1,46834,75820,democrat,113.35,23,263148,3.80E-06,-0.221675852,-0.503454212,0.015394578,0,0,-0.245875845,-0.542063564
51,Alachua,3/12/2020,1,46834,75820,democrat,119.84,23,263148,3.80E-06,-0.221675852,-0.503454212,0.142112402,0,0,-0.245875845,-0.542063564
52,Alachua,3/13/2020,2,46834,75820,democrat,140,23,263148,7.60E-06,-0.221402151,-0.502611203,0.535738185,0,0,-0.245875845,-0.542063564
53,Alachua,3/14/2020,1,46834,75820,democrat,119.29,23,263148,3.80E-06,-0.221675852,-0.503454212,0.131373603,0,0,-0.245875845,-0.542063564
54,Alachua,3/15/2020,1,46834,75820,democrat,86.35,23,263148,3.80E-06,-0.221675852,-0.503454212,-0.511782811,0,0,-0.245875845,-0.542063564
55,Alachua,3/16/2020,1,46834,75820,democrat,91.64,23,263148,3.80E-06,-0.221675852,-0.503454212,-0.408495093,0,0,-0.245875845,-0.542063564
56,Alachua,3/17/2020,4,46834,75820,democrat,85.15,23,263148,1.52E-05,-0.220854749,-0.500925184,-0.535212917,0,0,-0.245875845,-0.542063564
57,Alachua,3/18/2020,7,46834,75820,democrat,79.61,23,263148,2.66E-05,-0.220033646,-0.498396156,-0.643381908,0,0,-0.245875845,-0.542063564
58,Alachua,3/19/2020,11,46834,75820,democrat,76.55,23,263148,4.18E-05,-0.218938842,-0.495024118,-0.703128678,0,0,-0.245875845,-0.542063564
59,Alachua,3/20/2020,15,46834,75820,democrat,81.44,23,263148,5.70E-05,-0.217844038,-0.49165208,-0.607650996,0,0,-0.245875845,-0.542063564
60,Alachua,3/21/2020,25,46834,75820,democrat,67.81,23,263148,9.50E-05,-0.215107029,-0.483221986,-0.873777951,0,0,-0.245875845,-0.542063564
61,Alachua,3/22/2020,35,46834,75820,democrat,50.88,23,263148,0.000133005,-0.212370019,-0.474791891,-1.204337699,0,0,-0.245875845,-0.542063564
62,Alachua,3/23/2020,36,46834,75820,democrat,55.82,23,263148,0.000136805,-0.212096318,-0.473948882,-1.107883762,0,0,-0.245875845,-0.542063564
63,Alachua,3/24/2020,37,46834,75820,democrat,50.67,23,263148,0.000140605,-0.211822617,-0.473105873,-1.208437968,0,0,-0.245875845,-0.542063564
64,Alachua,3/25/2020,45,46834,75820,democrat,52.95,23,263148,0.000171006,-0.209633009,-0.466361797,-1.163920766,0,0,-0.245875845,-0.542063564
65,Alachua,3/26/2020,49,46834,75820,democrat,52.62,23,263148,0.000186207,-0.208538205,-0.462989759,-1.170364045,0,0,-0.245875845,-0.542063564
66,Alachua,3/27/2020,57,46834,75820,democrat,57.6,23,263148,0.000216608,-0.206348598,-0.456245684,-1.073129105,0,0,-0.245875845,-0.542063564
67,Alachua,3/28/2020,67,46834,75820,democrat,52.28,23,263148,0.00025461,-0.203611588,-0.44781559,-1.177002575,0,0,-0.245875845,-0.542063564
68,Alachua,3/29/2020,71,46834,75820,democrat,41.1,23,263148,0.00026981,-0.202516784,-0.444443552,-1.395293065,0,0,-0.245875845,-0.542063564
69,Alachua,3/30/2020,79,46834,75820,democrat,49.14,23,263148,0.000300211,-0.200327176,-0.437699476,-1.238311353,0,0,-0.245875845,-0.542063564
70,Alachua,3/31/2020,87,46834,75820,democrat,49.81,23,263148,0.000330612,-0.198137568,-0.430955401,-1.225229544,0,0,-0.245875845,-0.542063564
71,Alachua,4/1/2020,90,46834,75820,democrat,51.99,23,263148,0.000342013,-0.197316465,-0.428426373,-1.182664851,0,0,-0.245875845,-0.542063564
72,Alachua,4/2/2020,95,46834,75820,democrat,51.9,23,263148,0.000361014,-0.19594796,-0.424211325,-1.184422109,0,0,-0.245875845,-0.542063564
73,Alachua,4/3/2020,110,46834,75820,democrat,53.91,23,263148,0.000418016,-0.191842446,-0.411566184,-1.145176681,0,0,-0.245875845,-0.542063564
74,Alachua,4/4/2020,116,46834,75820,democrat,45.36,23,263148,0.000440817,-0.19020024,-0.406508127,-1.312116188,0,0,-0.245875845,-0.542063564
75,Alachua,4/5/2020,123,46834,75820,democrat,34.7,23,263148,0.000467418,-0.188284333,-0.400607061,-1.520253631,0,0,-0.245875845,-0.542063564
76,Alachua,4/6/2020,131,46834,75820,democrat,46.15,23,263148,0.000497819,-0.186094725,-0.393862986,-1.296691368,0,0,-0.245875845,-0.542063564
77,Alachua,4/7/2020,139,46834,75820,democrat,47.72,23,263148,0.00052822,-0.183905118,-0.38711891,-1.266036979,0,0,-0.245875845,-0.542063564
78,Alachua,4/8/2020,144,46834,75820,democrat,47.88,23,263148,0.000547221,-0.182536613,-0.382903863,-1.262912965,0,0,-0.245875845,-0.542063564
79,Alachua,4/9/2020,150,46834,75820,democrat,50.62,23,263148,0.000570021,-0.180894407,-0.377845807,-1.209414222,0,0,-0.245875845,-0.542063564
80,Alachua,4/10/2020,167,46834,75820,democrat,56.55,23,263148,0.000634624,-0.17624149,-0.363514646,-1.093630448,0,0,-0.245875845,-0.542063564
81,Alachua,4/11/2020,174,46834,75820,democrat,50.89,23,263148,0.000661225,-0.174325583,-0.35761358,-1.204142448,0,0,-0.245875845,-0.542063564
82,Alachua,4/12/2020,215,46834,75820,democrat,33.68,23,263148,0.000817031,-0.163103843,-0.323050193,-1.540169221,0,0,-0.245875845,-0.542063564
83,Alachua,4/13/2020,187,46834,75820,democrat,50.68,23,263148,0.000710627,-0.170767471,-0.346654457,-1.208242717,0,0,-0.245875845,-0.542063564
84,Alachua,4/14/2020,195,46834,75820,democrat,48.61,23,263148,0.000741028,-0.168577863,-0.339910382,-1.24865965,0,0,-0.245875845,-0.542063564
85,Alachua,4/15/2020,194,46834,75820,democrat,51.46,23,263148,0.000737228,-0.168851564,-0.340753391,-1.193013148,0,0,-0.245875845,-0.542063564
86,Alachua,4/16/2020,200,46834,75820,democrat,56.66,23,263148,0.000760029,-0.167209358,-0.335695335,-1.091482688,0,0,-0.245875845,-0.542063564
87,Alachua,4/17/2020,202,46834,75820,democrat,63.26,23,263148,0.000767629,-0.166661956,-0.334009316,-0.962617104,0,0,-0.245875845,-0.542063564
88,Alachua,4/18/2020,205,46834,75820,democrat,54.34,23,263148,0.000779029,-0.165840853,-0.331480288,-1.136780893,0,0,-0.245875845,-0.542063564
89,Alachua,4/19/2020,210,46834,75820,democrat,47.48,23,263148,0.00079803,-0.164472348,-0.327265241,-1.270723,0,0,-0.245875845,-0.542063564
90,Alachua,4/20/2020,218,46834,75820,democrat,54.18,23,263148,0.000828431,-0.162282741,-0.320521165,-1.139904907,0,0,-0.245875845,-0.542063564
91,Alachua,4/21/2020,224,46834,75820,democrat,57.14,23,263148,0.000851232,-0.160640535,-0.315463108,-1.082110645,1,3.80E-06,-0.234091397,-0.501899215
92,Alachua,4/22/2020,227,46834,75820,democrat,59.33,23,263148,0.000862632,-0.159819432,-0.31293408,-1.039350702,1,3.80E-06,-0.234091397,-0.501899215
93,Alachua,4/23/2020,231,46834,75820,democrat,61.13,23,263148,0.000877833,-0.158724628,-0.309562042,-1.004205542,1,3.80E-06,-0.234091397,-0.501899215
94,Alachua,4/24/2020,244,46834,75820,democrat,64.23,23,263148,0.000927235,-0.155166515,-0.29860292,-0.943677768,1,3.80E-06,-0.234091397,-0.501899215
95,Alachua,4/25/2020,245,46834,75820,democrat,62.9,23,263148,0.000931035,-0.154892814,-0.29775991,-0.969646136,1,3.80E-06,-0.234091397,-0.501899215
96,Alachua,4/26/2020,251,46834,75820,democrat,49.31,23,263148,0.000953836,-0.153250608,-0.292701854,-1.234992088,2,7.60E-06,-0.222306949,-0.461734866
97,Alachua,4/27/2020,254,46834,75820,democrat,60.22,23,263148,0.000965236,-0.152429505,-0.290172825,-1.021973373,2,7.60E-06,-0.222306949,-0.461734866
98,Alachua,4/28/2020,255,46834,75820,democrat,62.65,23,263148,0.000969036,-0.152155804,-0.289329816,-0.974527408,2,7.60E-06,-0.222306949,-0.461734866
99,Alachua,4/29/2020,262,46834,75820,democrat,65.62,23,263148,0.000995637,-0.150239898,-0.28342875,-0.916537895,2,7.60E-06,-0.222306949,-0.461734866
100,Alachua,4/30/2020,267,46834,75820,democrat,66.78,23,263148,0.001014638,-0.148871393,-0.279213703,-0.893888793,5,1.90E-05,-0.186953605,-0.341241819
101,Alachua,5/1/2020,273,46834,75820,democrat,85.6,23,263148,0.001037439,-0.147229187,-0.274155646,-0.526426628,5,1.90E-05,-0.186953605,-0.341241819
102,Alachua,5/2/2020,275,46834,75820,democrat,72.56,23,263148,0.001045039,-0.146681785,-0.272469627,-0.781033781,5,1.90E-05,-0.186953605,-0.341241819
103,Alachua,5/3/2020,286,46834,75820,democrat,59.45,23,263148,0.001086841,-0.143671074,-0.263196524,-1.037007691,5,1.90E-05,-0.186953605,-0.341241819
104,Alachua,5/4/2020,289,46834,75820,democrat,68.54,23,263148,0.001098241,-0.142849971,-0.260667495,-0.859524637,5,1.90E-05,-0.186953605,-0.341241819
105,Alachua,5/5/2020,289,46834,75820,democrat,73.79,23,263148,0.001098241,-0.142849971,-0.260667495,-0.757017922,5,1.90E-05,-0.186953605,-0.341241819
106,Alachua,5/6/2020,295,46834,75820,democrat,73.6,23,263148,0.001121042,-0.141207765,-0.255609439,-0.760727689,5,1.90E-05,-0.186953605,-0.341241819
107,Alachua,5/7/2020,300,46834,75820,democrat,76.47,23,263148,0.001140043,-0.139839261,-0.251394391,-0.704690685,5,1.90E-05,-0.186953605,-0.341241819
108,Alachua,5/8/2020,306,46834,75820,democrat,86.91,23,263148,0.001162844,-0.138197055,-0.246336335,-0.500848762,5,1.90E-05,-0.186953605,-0.341241819
109,Alachua,5/9/2020,308,46834,75820,democrat,76.87,23,263148,0.001170444,-0.137649653,-0.244650316,-0.69688065,5,1.90E-05,-0.186953605,-0.341241819
110,Alachua,5/10/2020,312,46834,75820,democrat,55.54,23,263148,0.001185645,-0.136554849,-0.241278278,-1.113350787,5,1.90E-05,-0.186953605,-0.341241819
111,Alachua,5/11/2020,320,46834,75820,democrat,NA,23,263148,0.001216046,-0.134365241,-0.234534203,NA,5,1.90E-05,-0.186953605,-0.341241819
112,Alachua,5/12/2020,324,46834,75820,democrat,NA,23,263148,0.001231246,-0.133270437,-0.231162165,NA,5,1.90E-05,-0.186953605,-0.341241819
113,Alachua,5/13/2020,326,46834,75820,democrat,80.97,23,263148,0.001238847,-0.132723035,-0.229476146,-0.616827787,5,1.90E-05,-0.186953605,-0.341241819
114,Alachua,5/14/2020,330,46834,75820,democrat,85.03,23,263148,0.001254047,-0.131628231,-0.226104108,-0.537555928,5,1.90E-05,-0.186953605,-0.341241819
115,Alachua,5/15/2020,330,46834,75820,democrat,98.57,23,263148,0.001254047,-0.131628231,-0.226104108,-0.27318623,6,2.28E-05,-0.175169157,-0.30107747
116,Alachua,5/16/2020,329,46834,75820,democrat,91.66,23,263148,0.001250247,-0.131901932,-0.226947118,-0.408104591,7,2.66E-05,-0.163384709,-0.260913121
117,Alachua,5/17/2020,332,46834,75820,democrat,76.43,23,263148,0.001261647,-0.131080829,-0.22441809,-0.705471689,7,2.66E-05,-0.163384709,-0.260913121
118,Alachua,5/18/2020,337,46834,75820,democrat,79.95,23,263148,0.001280648,-0.129712325,-0.220203042,-0.636743377,7,2.66E-05,-0.163384709,-0.260913121
119,Alachua,5/19/2020,339,46834,75820,democrat,86.47,23,263148,0.001288248,-0.129164923,-0.218517024,-0.509439801,7,2.66E-05,-0.163384709,-0.260913121
120,Alachua,5/20/2020,344,46834,75820,democrat,88.27,23,263148,0.001307249,-0.127796418,-0.214301976,-0.474294641,7,2.66E-05,-0.163384709,-0.260913121
121,Alachua,5/21/2020,346,46834,75820,democrat,97.84,23,263148,0.001314849,-0.127249016,-0.212615958,-0.287439545,7,2.66E-05,-0.163384709,-0.260913121
122,Alachua,5/22/2020,354,46834,75820,democrat,110.89,23,263148,0.001345251,-0.125059408,-0.205871882,-0.03263714,7,2.66E-05,-0.163384709,-0.260913121
123,Alachua,5/23/2020,355,46834,75820,democrat,100.32,23,263148,0.001349051,-0.124785707,-0.205028873,-0.239017325,7,2.66E-05,-0.163384709,-0.260913121
124,Alachua,5/24/2020,361,46834,75820,democrat,81.67,23,263148,0.001371852,-0.123143501,-0.199970816,-0.603160225,7,2.66E-05,-0.163384709,-0.260913121
125,Alachua,5/25/2020,365,46834,75820,democrat,75.8,23,263148,0.001387052,-0.122048697,-0.196598778,-0.717772495,7,2.66E-05,-0.163384709,-0.260913121
126,Alachua,5/26/2020,370,46834,75820,democrat,88.85,23,263148,0.001406053,-0.120680192,-0.192383731,-0.46297009,7,2.66E-05,-0.163384709,-0.260913121
127,Alachua,5/27/2020,370,46834,75820,democrat,91.17,23,263148,0.001406053,-0.120680192,-0.192383731,-0.417671885,7,2.66E-05,-0.163384709,-0.260913121
128,Alachua,5/28/2020,372,46834,75820,democrat,94.49,23,263148,0.001413653,-0.12013279,-0.190697712,-0.352848591,7,2.66E-05,-0.163384709,-0.260913121
129,Alachua,5/29/2020,378,46834,75820,democrat,111.02,23,263148,0.001436454,-0.118490585,-0.185639656,-0.030098879,7,2.66E-05,-0.163384709,-0.260913121
130,Alachua,5/30/2020,379,46834,75820,democrat,106.77,23,263148,0.001440254,-0.118216884,-0.184796646,-0.113080505,7,2.66E-05,-0.163384709,-0.260913121
131,Alachua,5/31/2020,380,46834,75820,democrat,86.88,23,263148,0.001444054,-0.117943183,-0.183953637,-0.501434514,7,2.66E-05,-0.163384709,-0.260913121
132,Alachua,6/1/2020,382,46834,75820,democrat,92.84,23,263148,0.001451655,-0.117395781,-0.182267618,-0.385064987,7,2.66E-05,-0.163384709,-0.260913121
133,Alachua,6/2/2020,382,46834,75820,democrat,92.63,23,263148,0.001451655,-0.117395781,-0.182267618,-0.389165256,7,2.66E-05,-0.163384709,-0.260913121
134,Alachua,6/3/2020,383,46834,75820,democrat,92.19,23,263148,0.001455455,-0.11712208,-0.181424608,-0.397756295,8,3.04E-05,-0.151600261,-0.220748773
135,Alachua,6/4/2020,387,46834,75820,democrat,96.9,23,263148,0.001470655,-0.116027276,-0.178052571,-0.305793128,8,3.04E-05,-0.151600261,-0.220748773
136,Alachua,6/5/2020,392,46834,75820,democrat,117.39,23,263148,0.001489656,-0.114658771,-0.173837524,0.094275935,8,3.04E-05,-0.151600261,-0.220748773
137,Alachua,6/6/2020,396,46834,75820,democrat,106.39,23,263148,0.001504857,-0.113563967,-0.170465486,-0.120500038,8,3.04E-05,-0.151600261,-0.220748773
138,Alachua,6/7/2020,399,46834,75820,democrat,79.76,23,263148,0.001516257,-0.112742864,-0.167936458,-0.640453144,8,3.04E-05,-0.151600261,-0.220748773
139,Alachua,6/8/2020,399,46834,75820,democrat,95.01,23,263148,0.001516257,-0.112742864,-0.167936458,-0.342695545,8,3.04E-05,-0.151600261,-0.220748773
140,Alachua,6/9/2020,404,46834,75820,democrat,99.14,23,263148,0.001535258,-0.111374359,-0.16372141,-0.26205693,8,3.04E-05,-0.151600261,-0.220748773
141,Alachua,6/10/2020,412,46834,75820,democrat,101.95,23,263148,0.001565659,-0.109184751,-0.156977335,-0.207191431,8,3.04E-05,-0.151600261,-0.220748773
142,Alachua,6/11/2020,443,46834,75820,democrat,103.45,23,263148,0.001683463,-0.100700021,-0.130844042,-0.177903798,9,3.42E-05,-0.139815813,-0.180584424
143,Alachua,6/12/2020,506,46834,75820,democrat,123.29,23,263148,0.001922872,-0.08345686,-0.077734448,0.209473957,10,3.80E-05,-0.128031365,-0.140420075
144,Alachua,6/13/2020,531,46834,75820,democrat,123.28,23,263148,0.002017876,-0.076614335,-0.056659212,0.209278706,10,3.80E-05,-0.128031365,-0.140420075
145,Alachua,6/14/2020,541,46834,75820,democrat,95.84,23,263148,0.002055877,-0.073877326,-0.048229118,-0.326489722,10,3.80E-05,-0.128031365,-0.140420075
146,Alachua,6/15/2020,551,46834,75820,democrat,101.77,23,263148,0.002093879,-0.071140316,-0.039799024,-0.210705947,10,3.80E-05,-0.128031365,-0.140420075
147,Alachua,6/16/2020,564,46834,75820,democrat,102.8,23,263148,0.002143281,-0.067582203,-0.028839901,-0.190595106,10,3.80E-05,-0.128031365,-0.140420075
148,Alachua,6/17/2020,580,46834,75820,democrat,104.84,23,263148,0.002204083,-0.063202988,-0.01535175,-0.150763925,10,3.80E-05,-0.128031365,-0.140420075
149,Alachua,6/18/2020,600,46834,75820,democrat,109.38,23,263148,0.002280086,-0.057728968,0.001508439,-0.062120024,11,4.18E-05,-0.116246917,-0.100255726
150,Alachua,6/19/2020,633,46834,75820,democrat,130.16,23,263148,0.00240549,-0.048696836,0.02932775,0.343611315,11,4.18E-05,-0.116246917,-0.100255726
151,Alachua,6/20/2020,673,46834,75820,democrat,121.64,23,263148,0.002557496,-0.037748797,0.063048127,0.177257561,11,4.18E-05,-0.116246917,-0.100255726
152,Alachua,6/21/2020,716,46834,75820,democrat,87.92,23,263148,0.002720902,-0.025979655,0.099297533,-0.481128422,11,4.18E-05,-0.116246917,-0.100255726
153,Alachua,6/22/2020,738,46834,75820,democrat,105.58,23,263148,0.002804505,-0.019958234,0.117843741,-0.13631536,11,4.18E-05,-0.116246917,-0.100255726
154,Alachua,6/23/2020,760,46834,75820,democrat,104.22,23,263148,0.002888109,-0.013936812,0.136389948,-0.16286948,11,4.18E-05,-0.116246917,-0.100255726
155,Alachua,6/24/2020,807,46834,75820,democrat,107.49,23,263148,0.003066715,-0.001072866,0.176011391,-0.099022441,11,4.18E-05,-0.116246917,-0.100255726
156,Alachua,6/25/2020,863,46834,75820,democrat,115.48,23,263148,0.003279523,0.014254388,0.22321992,0.056983016,11,4.18E-05,-0.116246917,-0.100255726
157,Alachua,6/26/2020,945,46834,75820,democrat,127.04,23,263148,0.003591135,0.036697868,0.292346693,0.282693039,12,4.56E-05,-0.10446247,-0.060091377
158,Alachua,6/27/2020,1033,46834,75820,democrat,122.16,23,263148,0.003925548,0.060783554,0.366531523,0.187410607,12,4.56E-05,-0.10446247,-0.060091377
159,Alachua,6/28/2020,1124,46834,75820,democrat,95.71,23,263148,0.004271361,0.085690343,0.443245382,-0.329027983,12,4.56E-05,-0.10446247,-0.060091377
160,Alachua,6/29/2020,1159,46834,75820,democrat,104.81,23,263148,0.004404366,0.095269877,0.472750712,-0.151349678,12,4.56E-05,-0.10446247,-0.060091377
161,Alachua,6/30/2020,1197,46834,75820,democrat,108.45,23,263148,0.004548771,0.105670514,0.504785071,-0.080278356,12,4.56E-05,-0.10446247,-0.060091377
162,Alachua,7/1/2020,1245,46834,75820,democrat,111.34,23,263148,0.004731178,0.118808161,0.545249523,-0.02385085,12,4.56E-05,-0.10446247,-0.060091377
163,Alachua,7/2/2020,1332,46834,75820,democrat,125.22,23,263148,0.00506179,0.142620146,0.618591344,0.247157378,12,4.56E-05,-0.10446247,-0.060091377
164,Alachua,7/3/2020,1423,46834,75820,democrat,116.64,23,263148,0.005407603,0.167526934,0.695305203,0.079632119,12,4.56E-05,-0.10446247,-0.060091377
165,Alachua,7/4/2020,1506,46834,75820,democrat,84.32,23,263148,0.005723015,0.190244115,0.765274986,-0.551418741,12,4.56E-05,-0.10446247,-0.060091377
166,Alachua,7/5/2020,1578,46834,75820,democrat,89,23,263148,0.005996625,0.209950585,0.825971665,-0.460041327,12,4.56E-05,-0.10446247,-0.060091377
167,Alachua,7/6/2020,1636,46834,75820,democrat,102.82,23,263148,0.006217034,0.225825242,0.874866212,-0.190204604,12,4.56E-05,-0.10446247,-0.060091377
168,Alachua,7/7/2020,1701,46834,75820,democrat,101.94,23,263148,0.006464043,0.243615805,0.929661825,-0.207386682,12,4.56E-05,-0.10446247,-0.060091377
169,Alachua,7/8/2020,1792,46834,75820,democrat,103.08,23,263148,0.006809856,0.268522594,1.006375684,-0.185128081,12,4.56E-05,-0.10446247,-0.060091377
170,Alachua,7/9/2020,1871,46834,75820,democrat,110.05,23,263148,0.007110067,0.290144971,1.072973429,-0.049038214,12,4.56E-05,-0.10446247,-0.060091377
171,Alachua,7/10/2020,1978,46834,75820,democrat,124.88,23,263148,0.007516683,0.319430975,1.163175438,0.240518848,12,4.56E-05,-0.10446247,-0.060091377
172,Alachua,7/11/2020,2043,46834,75820,democrat,115.23,23,263148,0.007763692,0.337221539,1.217971052,0.052101744,12,4.56E-05,-0.10446247,-0.060091377
